id_articolo,url_articolo,titolo,data_pubblicazione_iso,n_words_body
commentisfree/2026/may/18/iran-war-energy-independence-fossil-fuels,https://www.theguardian.com/commentisfree/2026/may/18/iran-war-energy-independence-fossil-fuels,The Iran war reminds us: we’ll never be energy-independent with fossil fuels,2026-05-18T10:00:54Z,641
world/2026/may/18/drones-war-colombia-civilians-farc-acled,https://www.theguardian.com/world/2026/may/18/drones-war-colombia-civilians-farc-acled,Drones reshape war in Colombia as deaths and injuries mount,2026-05-18T09:00:04Z,1235
world/2026/may/18/ukraine-war-briefing-the-drones-that-bombarded-moscow-region,https://www.theguardian.com/world/2026/may/18/ukraine-war-briefing-the-drones-that-bombarded-moscow-region,Ukraine war briefing: The drones that bombarded Moscow region,2026-05-18T00:26:07Z,833
world/2026/may/17/people-killed-in-russia-ukraine-retaliatory-strikes-moscow,https://www.theguardian.com/world/2026/may/17/people-killed-in-russia-ukraine-retaliatory-strikes-moscow,At least four people killed in Russia as Ukraine launches retaliatory strikes,2026-05-17T21:19:55Z,891
australia-news/2026/may/18/morning-mail-monday-ntwnfb,https://www.theguardian.com/australia-news/2026/may/18/morning-mail-monday-ntwnfb,"Morning Mail: big tobacco accused of scare tactics, how supermarkets swap discounts, and Ebola fears rise",2026-05-17T20:49:13Z,1039
politics/2026/may/17/explainer-uk-eu-relationship-brexit-bid-rejoining,https://www.theguardian.com/politics/2026/may/17/explainer-uk-eu-relationship-brexit-bid-rejoining,Where does UK-EU relationship stand and how might bid to rejoin bloc be received?,2026-05-17T16:29:12Z,998
environment/2026/may/18/can-electric-trucks-win-over-australias-fossil-fuel-die-hards-or-is-diesel-here-for-the-long-haul,https://www.theguardian.com/environment/2026/may/18/can-electric-trucks-win-over-australias-fossil-fuel-die-hards-or-is-diesel-here-for-the-long-haul,Can electric trucks win over Australia’s fossil fuel diehards? Or is diesel here for the long haul? ,2026-05-17T15:00:43Z,1244
membership/2026/may/17/journalism-has-never-been-a-more-dangerous-pursuit,https://www.theguardian.com/membership/2026/may/17/journalism-has-never-been-a-more-dangerous-pursuit,Journalism has never been a more dangerous pursuit ,2026-05-17T07:00:31Z,1170
world/2026/may/17/ukraine-war-briefing-us-allows-russian-oil-sanctions-waiver-to-lapse,https://www.theguardian.com/world/2026/may/17/ukraine-war-briefing-us-allows-russian-oil-sanctions-waiver-to-lapse,"Ukraine war briefing: more than 500 drones strike at Russia, killing 3; US allows Russian oil sanctions waiver to lapse",2026-05-17T05:56:36Z,506
commentisfree/2026/may/17/hope-horizon-trump-netanyahu-putin-powers-waning,https://www.theguardian.com/commentisfree/2026/may/17/hope-horizon-trump-netanyahu-putin-powers-waning,"It may not feel like it, but hope is on the horizon: Trump, Netanyahu and Putin’s powers appear to be waning",2026-05-17T05:00:30Z,1214
tv-and-radio/live/2026/may/16/eurovision-song-contest-2026-live,https://www.theguardian.com/tv-and-radio/live/2026/may/16/eurovision-song-contest-2026-live,70th Eurovision song contest grand final – as it happened,2026-05-16T23:28:09Z,5434
us-news/2026/may/16/lauren-boebert-trump-funds-colorado-drink-water-funds-tina-peters,https://www.theguardian.com/us-news/2026/may/16/lauren-boebert-trump-funds-colorado-drink-water-funds-tina-peters,Lauren Boebert suggests Trump withheld funds to Colorado over prosecution of election denier,2026-05-16T13:02:18Z,436
membership/2026/may/16/how-to-defend-press-freedom-guardian,https://www.theguardian.com/membership/2026/may/16/how-to-defend-press-freedom-guardian,One thing Guardian staff have done to defend press freedom … and one thing you can do,2026-05-16T12:00:09Z,1762
film/2026/may/16/harlem-renaissance-documentary-once-upon-time-william-greaves,https://www.theguardian.com/film/2026/may/16/harlem-renaissance-documentary-once-upon-time-william-greaves,Harlem Renaissance documentary finally gets global premiere 50 years after cameras rolled,2026-05-16T12:00:09Z,1039
lifeandstyle/2026/may/16/fake-lawyers-scientists-chefs-punters-white-monkeys-chinese-businesses-global,https://www.theguardian.com/lifeandstyle/2026/may/16/fake-lawyers-scientists-chefs-punters-white-monkeys-chinese-businesses-global,"Fake lawyers, scientists, chefs and punters: meet the ‘white monkeys’ paid to make Chinese businesses look global",2026-05-16T11:00:09Z,2904
tv-and-radio/2026/may/16/eurovision-boycott-protest-history,https://www.theguardian.com/tv-and-radio/2026/may/16/eurovision-boycott-protest-history,How did Eurovision go from sequins and flares to geopolitical slugfest? ,2026-05-16T09:00:05Z,1413
commentisfree/2026/may/16/the-devil-wears-prada-vogue-glossy-magazine-industry,https://www.theguardian.com/commentisfree/2026/may/16/the-devil-wears-prada-vogue-glossy-magazine-industry,"It wasn’t exactly The Devil Wears Prada, but my time working at Vogue in the 90s was preposterous fun",2026-05-16T05:00:03Z,1288
world/ng-interactive/2026/may/16/down-and-then-out-in-paris-and-london-why-starmer-isnt-the-only-one-with-a-popularity-problem,https://www.theguardian.com/world/ng-interactive/2026/may/16/down-and-then-out-in-paris-and-london-why-starmer-isnt-the-only-one-with-a-popularity-problem,Down and then out in Paris and London? Why Starmer isn’t the only one with a popularity problem,2026-05-16T05:00:02Z,1234
environment/2026/may/16/who-should-declare-climate-crisis-global-public-health-emergency-experts-say,https://www.theguardian.com/environment/2026/may/16/who-should-declare-climate-crisis-global-public-health-emergency-experts-say,"Declare climate crisis a global public health emergency, experts tell WHO",2026-05-16T04:00:00Z,986
world/2026/may/16/ukraine-war-briefing-zelenskyy-vows-retribution-over-deadly-russian-bombardments,https://www.theguardian.com/world/2026/may/16/ukraine-war-briefing-zelenskyy-vows-retribution-over-deadly-russian-bombardments,Ukraine war briefing: Zelenskyy vows retribution over deadly Russian bombardments,2026-05-16T03:16:50Z,536
world/live/2026/may/15/trump-china-visit-live-updates-xi-jinping-talks-meeting-summit-latest-news,https://www.theguardian.com/world/live/2026/may/15/trump-china-visit-live-updates-xi-jinping-talks-meeting-summit-latest-news,"Colorado governor commuted Tina Peters’ sentence after Trump blocked funding for clean water project, Lauren Boebert claims – as it happened",2026-05-16T01:58:49Z,9951
world/2026/may/15/friedrich-merz-germany-children-study-work-us-politics,https://www.theguardian.com/world/2026/may/15/friedrich-merz-germany-children-study-work-us-politics,German leader Merz says he ‘would not advise my children to go’ to US,2026-05-15T16:38:49Z,590
world/live/2026/may/15/russian-attack-kyiv-ukraine-europe-live-updates-latest,https://www.theguardian.com/world/live/2026/may/15/russian-attack-kyiv-ukraine-europe-live-updates-latest,"Ukraine ‘entirely justified’ to plan strikes against Russian energy and military targets after Kyiv attacks, Zelenskyy says – as it happpened",2026-05-15T16:05:34Z,2975
tv-and-radio/2026/may/16/delta-goodrem-eurovision-2026-performance-eclipse-semi-final-australia-inclusion-explained,https://www.theguardian.com/tv-and-radio/2026/may/16/delta-goodrem-eurovision-2026-performance-eclipse-semi-final-australia-inclusion-explained,Eurovision 2026: why is Australia competing – and could Delta Goodrem actually win?,2026-05-15T15:00:46Z,1479
film/2026/may/15/a-year-in-hospital-and-90-lung-damage-how-andrey-zvyagintsev-survived-covid-and-came-back-to-cannes,https://www.theguardian.com/film/2026/may/15/a-year-in-hospital-and-90-lung-damage-how-andrey-zvyagintsev-survived-covid-and-came-back-to-cannes,A year in hospital and 90% lung damage: how Andrey Zvyagintsev came back from Covid to Cannes,2026-05-15T13:22:01Z,1059
world/2026/may/15/ukraine-attacks-russia-with-drones-after-suffering-three-days-of-strikes,https://www.theguardian.com/world/2026/may/15/ukraine-attacks-russia-with-drones-after-suffering-three-days-of-strikes,Ukraine attacks Russia with drones after suffering three days of massive strikes ,2026-05-15T10:21:41Z,584
environment/2026/may/15/ban-private-jets-cut-speed-limits-uk-fuel-crisis,https://www.theguardian.com/environment/2026/may/15/ban-private-jets-cut-speed-limits-uk-fuel-crisis,"Ban private jets and cut speed limits to avert UK fuel crisis, say campaigners",2026-05-15T10:12:29Z,672
australia-news/live/2026/may/15/australia-news-live-delta-goodrem-eurovision-budget-reply-angus-taylor-immigration-income-tax-bracket-creep-jim-chalmers-inflation-ntwnfb,https://www.theguardian.com/australia-news/live/2026/may/15/australia-news-live-delta-goodrem-eurovision-budget-reply-angus-taylor-immigration-income-tax-bracket-creep-jim-chalmers-inflation-ntwnfb,Work begins on Daniel Andrews statue – as it happened,2026-05-15T07:43:05Z,9837
world/2026/may/15/friday-briefing-is-there-any-way-keir-starmer-can-keep-hold-of-his-job,https://www.theguardian.com/world/2026/may/15/friday-briefing-is-there-any-way-keir-starmer-can-keep-hold-of-his-job,Friday briefing: Is there any way Keir Starmer can keep hold of his job?,2026-05-15T05:46:39Z,2387
commentisfree/2026/may/15/russia-war-ukraine-vladimir-putin-economy-casualties,https://www.theguardian.com/commentisfree/2026/may/15/russia-war-ukraine-vladimir-putin-economy-casualties,"After four bloody years, the war on Ukraine might be turning into Putin’s undoing",2026-05-15T05:00:28Z,999
world/2026/may/15/ukraine-war-briefing-putin-escalating-war-not-seeking-an-end-merz,https://www.theguardian.com/world/2026/may/15/ukraine-war-briefing-putin-escalating-war-not-seeking-an-end-merz,"Ukraine war briefing: Putin escalating war, not seeking an end – Merz",2026-05-15T01:02:27Z,664
us-news/live/2026/may/14/donald-trump-china-xi-jinping-live-updates-talks-meeting-summit-visit-beijing-latest-news,https://www.theguardian.com/us-news/live/2026/may/14/donald-trump-china-xi-jinping-live-updates-talks-meeting-summit-visit-beijing-latest-news,‘Stone-cold racism’: Newsom condemns GOP redistricting efforts; Louisiana approves plan to erase majority-Black district – as it happened,2026-05-14T23:26:27Z,11652
politics/live/2026/may/14/angela-rayner-says-starmer-should-reflect-on-stepping-aside-after-hmrc-clears-her-over-tax-affairs-uk-politics-live,https://www.theguardian.com/politics/live/2026/may/14/angela-rayner-says-starmer-should-reflect-on-stepping-aside-after-hmrc-clears-her-over-tax-affairs-uk-politics-live,Starmer will not attempt to block Burnham from standing to be MP in Makerfield - as it happened,2026-05-14T20:07:23Z,11652
commentisfree/2026/may/14/the-guardian-view-on-life-after-orban-peter-magyars-fast-start-bodes-well-for-hungary-and-for-europe,https://www.theguardian.com/commentisfree/2026/may/14/the-guardian-view-on-life-after-orban-peter-magyars-fast-start-bodes-well-for-hungary-and-for-europe,The Guardian view on life after Orbán: Péter Magyar’s fast start bodes well for Hungary and for Europe,2026-05-14T18:19:31Z,598
world/2026/may/14/trump-xi-jinping-meet-beijing-ahead-of-summit-trade-iran-war-ai-talks,https://www.theguardian.com/world/2026/may/14/trump-xi-jinping-meet-beijing-ahead-of-summit-trade-iran-war-ai-talks,Xi warns Trump of ‘clashes and even conflicts’ with US over Taiwan,2026-05-14T17:37:29Z,1376
politics/2026/may/14/what-now-for-starmer-labour-and-uk-politics,https://www.theguardian.com/politics/2026/may/14/what-now-for-starmer-labour-and-uk-politics,"What now for Starmer, Labour and UK politics?",2026-05-14T17:00:27Z,617
world/2026/may/14/ukraine-second-day-large-scale-russian-missile-drone-strikes,https://www.theguardian.com/world/2026/may/14/ukraine-second-day-large-scale-russian-missile-drone-strikes,Ukraine hit by second day of large-scale Russian missile and drone strikes ,2026-05-14T15:57:40Z,660
world/live/2026/may/14/russia-ukraine-strikes-poland-defence-talks-latest-news-updates,https://www.theguardian.com/world/live/2026/may/14/russia-ukraine-strikes-poland-defence-talks-latest-news-updates,Latvia prime minister resigns days after ‘stray’ drone incursion – as it happened,2026-05-14T14:45:47Z,3353
music/2026/may/14/beth-orton-interview-ai-creativity-craft-david-bowie,https://www.theguardian.com/music/2026/may/14/beth-orton-interview-ai-creativity-craft-david-bowie,"‘AI isn’t going to have any beneficial influence on humans’: Beth Orton on creativity, craft and the inspirational power of David Bowie",2026-05-14T14:00:09Z,1466
world/2026/may/14/evika-silina-latvian-prime-minister-resigns-drone-incursions,https://www.theguardian.com/world/2026/may/14/evika-silina-latvian-prime-minister-resigns-drone-incursions,Latvian prime minister resigns amid row over drone incursions,2026-05-14T13:11:53Z,516
us-news/2026/may/14/first-thing-xi-trump-meeting-china-taiwan,https://www.theguardian.com/us-news/2026/may/14/first-thing-xi-trump-meeting-china-taiwan,First Thing: Xi warns Trump of ‘clashes and even conflicts’ with US over Taiwan,2026-05-14T12:26:48Z,1028
business/ng-interactive/2026/may/14/us-stock-market-war-inflation-tariffs-trump,https://www.theguardian.com/business/ng-interactive/2026/may/14/us-stock-market-war-inflation-tariffs-trump,"War, inflation and Trump’s tariffs have shaken the US. Why does the stock market keep going up?",2026-05-14T10:00:24Z,1397
uk-news/2026/may/14/british-army-paratroopers-tristan-da-cunha-hantavirus,https://www.theguardian.com/uk-news/2026/may/14/british-army-paratroopers-tristan-da-cunha-hantavirus,Falling backwards and plunging through clouds: British paratroopers’ landing on Tristan da Cunha,2026-05-14T06:00:20Z,809
business/2026/may/14/theres-a-risk-of-another-liz-truss-moment-city-raises-spectre-of-bond-market-meltdown-again,https://www.theguardian.com/business/2026/may/14/theres-a-risk-of-another-liz-truss-moment-city-raises-spectre-of-bond-market-meltdown-again,‘There’s a risk of another Liz Truss moment’: City raises spectre of bond market meltdown again,2026-05-14T06:00:19Z,932
world/2026/may/14/thursday-briefing-is-this-starmers-last-stand,https://www.theguardian.com/world/2026/may/14/thursday-briefing-is-this-starmers-last-stand,Thursday briefing: ​Is this Starmer’s last stand?,2026-05-14T05:45:18Z,2033
world/2026/may/14/ukraine-war-briefing-hungary-peter-magyar-signals-shift-from-russia-after-drone-attack,https://www.theguardian.com/world/2026/may/14/ukraine-war-briefing-hungary-peter-magyar-signals-shift-from-russia-after-drone-attack,Ukraine war briefing: New Hungary PM signals shift away from Kremlin after massive drone attack on Ukraine,2026-05-14T05:34:57Z,655
us-news/live/2026/may/13/donald-trump-china-xi-jinping-beijing-iran-war-us-politics-latest-news-updates,https://www.theguardian.com/us-news/live/2026/may/13/donald-trump-china-xi-jinping-beijing-iran-war-us-politics-latest-news-updates,Top Democrat calls newly confirmed Fed chair Kevin Warsh a ‘sock puppet’ for Trump – as it happened,2026-05-13T23:04:29Z,6240
